UIN,Incident_month,Incident_year,Victim_injury,State,Location,Latitude,Longitude,Site_category,Shark_common_name,Provoked_unprovoked,No_sharks,Victim_activity,Shark_behaviour,Victim_aware_of_shark,Injury_location,Injury_severity,Victim_gender,Time_of_incident,Depth_of_incident_m,Data_source,Reference,
740,4,2000,uninjured,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,whaler shark,unprovoked,1,boarding,circled victim,Y,other: uninjured,,male,1500,,media outlet,smh.com.au 4.4.2000,
741,4,2000,injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,wobbegong,provoked,1,other: standing in water,bit victim on foot,N,foot,other: teeth marks,female,,,media outlet,the west australian 15.4.00,
742,9,2000,fatal,SA,"blackfellows point, near elliston",-33.61666667,134.8166667,coastal,white shark,unprovoked,1,boarding,bit victim & board,N,torso,,male,1230,,media outlet,papers,
743,9,2000,fatal,SA,cactus beach,-32.08333333,132.9666667,coastal,white shark,unprovoked,1,boarding,bit victim & board,N,torso,,male,0730,,media outlet,sa papers 25.9.00,
744,11,2000,uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,island open ocean,tiger shark,provoked,1,diving,bit victim on flipper,N,other: uninjured,,male,0910,11,ASAF questionnaire,"asaf questionnaire, courier mail 24.11.2000",
745,11,2000,injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,white shark,unprovoked,1,swimming,bit victim on foot,Y,foot,minor lacerations,male,0630,1,ASAF questionnaire,daily tele 1.11.2000,
746,11,2000,uninjured,NSW,"kiama, jones beach",-34.63333333,150.3833333,coastal,white shark,unprovoked,1,swimming,bit body board being towed,N,other: uninjured,,male,1500,,ASAF questionnaire,"fisheries report, questionnaire 16.4.2010",
747,11,2000,uninjured,SA,venus bay,-33.18333333,134.65,coastal,white shark,provoked,1,diving,swam towards victim,N,other: uninjured,,male,1200,12,ASAF questionnaire,sardi kate rodda report,
748,11,2000,fatal,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,white shark,unprovoked,1,swimming,bit victim on leg,Y,"torso, leg",major lacerations,male,0625,1,media outlet,the australian 7.11.00.,
749,12,2000,injured,QLD,"heron island, sykes reef",-23.43333333,151.9,coastal,whaler shark,provoked,1,spearfishing,bit victim on arm,Y,arm,minor lacerations,male,0900,,media outlet,daily telegraph 5.12.00,
750,12,2000,injured,QLD,"townsville, flinders cay off townsville",-19.25,146.8166667,coastal,wobbegong,unprovoked,1,diving,,N,"arm, hand",minor lacerations,male,1630,,media outlet,the daily telegraph 26.12.2000,
751,1,2001,uninjured,QLD,"noosa heads, main beach",-26.38333333,153.0833333,coastal,tiger shark,unprovoked,1,boarding,bit surfboard,N,other: uninjured,,male,1700,,government report,qld fisheries dept. bayden lane,
752,1,2001,uninjured,NSW,south west rocks,-30.88333333,153.05,coastal,white shark,unprovoked,1,unmotorised boating,bit kayak,N,other: uninjured,,male,,,media outlet,the daily telegraph 24.1.2001,
753,2,2001,injured,NSW,brooms head ,-29.6,153.3333333,coastal,tiger shark,unprovoked,1,boarding,bit surfboard,Y,calf,other: teeth marks,male,1615,,media outlet,the daily telegraph 5.2.01,
754,3,2001,injured,WA,"margaret river, prevelly beach",-33.96666667,114.9833333,coastal,wobbegong,unprovoked,1,snorkelling,bit victim on leg,N,calf,other: teeth marks,male,1400,1,ASAF questionnaire,personal communcations,
755,4,2001,injured,NSW,"nambucca river, entrance",-30.63333333,153.0166667,estuary/harbour,wobbegong,unprovoked,1,boarding,bit victim on leg,N,calf,major lacerations,male,1000,,media outlet,the daily telegraph 3.4.2001,
756,4,2001,injured,NSW,"bronte beach, sydney",-33.9,151.2666667,coastal,wobbegong,provoked,1,snorkelling,bit victim on arm,Y,arm,abrasion,male,,,media outlet,the daily telegraph 9.4.2001,
757,5,2001,injured,NSW,"lakes beach, budgewoi",-33.23333333,151.5333333,coastal,white shark,unprovoked,1,boarding,bit victim & board,N,torso,minor lacerations,male,1745,,witness account,"police report, questionaire, sunday telegraph 6.5.2001",
758,10,2001,uninjured,QLD,"moreton bay, sovereign beach",-27.28333333,153.4166667,coastal,tiger shark,unprovoked,1,unmotorised boating,bit rubber dinghy,N,,,male,1400,,other person account,,
759,10,2001,injured,QLD,"pinnacles, coral sea, gbr",-16.91666667,149.25,coastal,silvertip shark,provoked,1,snorkelling,bit victim on arm,Y,arm,minor lacerations,female,1330,0,ASAF questionnaire,"qld, dpi, pers comm 12.10.2001",
760,11,2001,injured,NSW,"ballina, flat rock",-28.81666667,153.5333333,coastal,white shark,unprovoked,1,boarding,bit surfboard,N,torso,surface wound,male,0915,,media outlet,"northern star, 24.11.01",
761,12,2001,injured,NSW,"yamba, main beach",-29.43333333,153.35,coastal,wobbegong,unprovoked,1,swimming,bit victim on leg,N,foot,other: teeth marks,male,1815,,media outlet,lower clarance river 7.12.2001,
762,12,2001,uninjured,WA,"yallingup, honeycombs",-33.63333333,115,coastal,white shark,unprovoked,1,boarding,circled victim,Y,other: uninjured,,male,,,media outlet,sunday times wa 23.12.2001,
763,12,2001,uninjured,WA,canal rocks,-34.25,115.0166667,coastal,white shark,provoked,1,spearfishing,bit collecting bag,N,other: uninjured,,male,,,media outlet,west australian 9.2.2001,
764,1,2002,injured,WA,river mouth off collie river,-33.3,115.6833333,estuary/harbour,shortfin mako shark,unprovoked,1,swimming,bit victim on leg,N,thigh,minor lacerations,male,1700,,ASAF questionnaire,"asaf questionnaire, west australian 2.2.2002",
765,1,2002,injured,NSW,"port stephens, fingal spit",-32.73333333,152.1833333,island open ocean,bull shark,unprovoked,1,boarding,bit surfboard,N,arm,abrasion,male,1900,0,witness account,nick otway & dennis reid report 29.1.2010,
766,2,2002,injured,QLD,"noosa, sunrise beach",-26.36666667,153.0833333,coastal,whaler shark,unprovoked,1,boarding,bit victim on leg,N,foot,minor lacerations,male,0925,,ASAF questionnaire,"asaf questionnaire, sunshine coast sunday 17.2.2002",
767,2,2002,uninjured,NSW,"parramatta river, cabarita, sydney",-33.86666667,151.2,river,bull shark,unprovoked,1,unmotorised boating,bit kayak,N,other: uninjured,,male,2030,,media outlet,daily telegraph 9.2.2002,
768,4,2002,uninjured,NSW,coffs harbour,-30.28333333,153.1333333,coastal,bull shark,provoked,1,spearfishing,bumped victim on arm,Y,other: uninjured,,male,,6,media outlet,blogg report unknown date 2002.,
769,4,2002,fatal,SA,smokey bay,-32.38422037,133.9255802,coastal,white shark,provoked,1,diving,bit victim on leg,,leg,major lacerations,male,1230,,media outlet,daily telegraph 1.5.2002,
770,4,2002,injured,NSW,"bar beach, newcastle",-32.93333333,151.75,coastal,wobbegong,unprovoked,1,swimming,bit victim on leg,N,foot,other: teeth marks,male,,,media outlet,the daily telegraph 13.4.2002,
771,8,2002,uninjured,WA,"cove beach, perth, sth of cottesloe beach",-31.96666667,115.75,coastal,white shark,unprovoked,1,boarding,circled & bumped board,Y,other: uninjured,,male,0800,0,ASAF questionnaire,personnal comm,
772,12,2002,injured,QLD,"upolu cay, cairns",-16.66666667,145.9333333,coastal,hammerhead shark ,provoked,1,snorkelling,bit victim on arm,Y,arm,minor lacerations,female,1430,,media outlet,"pers comm/john rumney, courier mail 30/12/2002",
773,12,2002,injured,NSW,"manly, shelly beach,  sydney",-33.78333333,151.2833333,coastal,wobbegong,unprovoked,1,diving,bit victim on leg,N,thigh,abrasion,male,0930,10,ASAF questionnaire,personal comm.,
774,12,2002,fatal,QLD,miami lake (canals) gold coast,-28.05,153.4166667,river,bull shark,unprovoked,1,swimming,,N,"torso, leg",major lacerations,male,0400,,government report,"qld dpi, gold coast bulletin 19.12.2002",
775,1,2003,injured,NSW,"coogee beach, sydney",-33.91666667,151.25,coastal,wobbegong,unprovoked,1,swimming,bit victim,,leg,minor lacerations,male,,,media outlet,bucksfreepress.co.uk 13.2.2003,
776,1,2003,uninjured,SA,sheringa beach,-33.86666667,135.1666667,coastal,white shark,unprovoked,1,boarding,,Y,other: uninjured,,female,1300,0,media outlet,port lincoln times 2.1.2003,
777,2,2003,injured,SA,"goolwa beach, adelaide",-35.51666667,138.7666667,coastal,wobbegong,unprovoked,1,other: standing in water,bit victim on leg,N,foot,minor lacerations,male,,1,media outlet,"marine coastal community network, abc.net.au 18.2.2003",
778,2,2003,fatal,QLD,"burleigh lake, goldcoast canal",-28.1,153.1,coastal,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,0700,0,government report,"qld dpi info, sun herald 9.2.2003",
779,3,2003,injured,NSW,"yamba, turner's beach",-29.41666667,153.35,coastal,whaler shark,unprovoked,1,boarding,bit victim on leg,N,foot,other: teeth marks,male,,,media outlet,daily examiner 26.3.2003.,
780,3,2003,injured,WA,mandurah,-32.53333333,115.7166667,coastal,wobbegong,provoked,1,diving,bit victim on body,N,"torso, pelvic region",other: teeth marks,male,,36,expert,rory mcauley - wa fisheries,
781,7,2003,uninjured,NT,"nhulunbuy, bremmer island",-12.18333333,136.7666667,island open ocean,tiger shark,unprovoked,1,unmotorised boating,bit kayak,N,other: uninjured,,male,,,media outlet,news.com.au article,
782,10,2003,injured,NSW,"coff's harbour, charlesworth beach",-30.28333333,153.1333333,coastal,wobbegong,unprovoked,1,boarding,bit victim on foot,N,foot,minor lacerations,male,1815,,witness account,denis reid fisheries,
783,10,2003,injured,NSW,"seal rocks, lighthouse beach",-32.43333333,152.5166667,coastal,wobbegong,unprovoked,1,boarding,bit victim on leg,N,foot,minor lacerations,male,1730,1,ASAF questionnaire,"personal comm, newcastle herald 3.11.2003",
784,11,2003,injured,WA,"margaret river, mainbreak",-33.63333333,114.9833333,coastal,wobbegong,provoked,1,swimming,bit another person first,Y,thigh,abrasion,male,1130,,media outlet,augusta margaret riv mail,
785,11,2003,injured,WA,"margaret river, mainbreak",-33.96666667,114.9833333,coastal,wobbegong,provoked,1,swimming,circled victim,Y,"leg, hand",abrasion,male,1130,,media outlet,augusta margaret river mail,
786,12,2003,injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,river,wobbegong,provoked,1,spearfishing,bit victim on leg,N,leg,other: teeth marks,male,0700,,media outlet,augusta margaret rivermail 10.12.03,
787,12,2003,uninjured,VIC,"ocean grove, collendina",-38.26666667,144.5333333,coastal,whaler shark,unprovoked,1,swimming,bit surfboard leg rope,N,other: uninjured,,male,0545,,media outlet,geelong advertiser 9.12.2003,
788,1,2004,injured,WA,gnarabup beach,-33.98333333,114.9833333,coastal,wobbegong,unprovoked,1,swimming,bit victim on body,N,"torso, pelvic region",other: teeth marks,male,2000,,media outlet,augusta margaret river mail 21.2.04,
789,1,2004,uninjured,NSW,"shellharbour, bass point, wollongong",-34.56666667,150.8666667,coastal,whaler shark,unprovoked,1,diving,swam towards victim,Y,other: uninjured,,male,1030,,media outlet,illawarra mercury 13.1.04,
790,1,2004,injured,NSW,"nambucca heads, scott's head beach",-30.56666667,152.9833333,coastal,wobbegong,unprovoked,1,swimming,bit victim on leg,N,calf,other: teeth marks,male,,,media outlet,kiama independent 7.1.04,
791,1,2004,injured,NSW,nambucca heads,-30.63333333,153.0166667,coastal,wobbegong,unprovoked,1,swimming,bit victim on body,N,"torso, pelvic region",other: teeth marks,female,,,media outlet,newcastle herald 22.1.2004,
792,1,2004,injured,WA,"binningup beach, bunbury",-33.13333333,115.6833333,coastal,white shark,provoked,1,spearfishing,bit victim on legs,Y,leg,major lacerations,male,1100,,media outlet,sunday times 1.2.04,
793,2,2004,uninjured,VIC,"bridgewater bay, portland",-38.36666667,144.75,coastal,white shark,provoked,1,diving,bit collecting bag,N,other: uninjured,,male,,16,media outlet,sa fisheries,
794,2,2004,injured,NSW,caves beach,-33.1,151.65,coastal,blind shark,provoked,1,spearfishing,bit victim on leg,Y,foot,abrasion,male,,,media outlet,sunday telegraph 15.2.04,
795,2,2004,injured,WA,waterman beach,-31.85,115.75,coastal,wobbegong,unprovoked,1,snorkelling,bit victim on leg,N,calf,other: teeth marks,female,1400,1,government report,wa fisheries r. mcauley,
796,2,2004,injured,WA,waterman beach,-31.85,115.75,coastal,wobbegong,unprovoked,1,snorkelling,bit victim on leg,N,leg,other: teeth marks,male,1400,1,witness account,wa fisheries r. mcauley,
797,3,2004,injured,WA,"cervantes, nr jurien bay",-30.25,115.0166667,Coastal,bronze whaler shark,provoked,1,spearfishing,bit victim on leg,Y,leg,other: teeth marks,male,,14,media outlet,sunday times 7.3.2004,
798,4,2004,injured,NSW,"forster, latitude reef",-32.2,152.55,coastal,wobbegong,unprovoked,1,diving,bit victim on wrist,,"arm, hand",other: teeth marks,male,,9,other: museum fact sheet,museum fact sheet,
799,4,2004,injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,coastal,wobbegong,unprovoked,1,snorkelling,bit victim on leg,Y,thigh,other: teeth marks,male,,0,media outlet,rory mcauly wa fisheries 2004,
800,6,2004,uninjured,WA,floreat beach,-31.91666667,115.75,ocean/pelagic,white shark,provoked,1,diving,swam towards victim,Y,other: uninjured,,male,,,media outlet,sunday times perth 27/6/04,
801,6,2004,injured,WA,bunbury back beach,-33.33333333,115.6333333,coastal,white shark,unprovoked,1,boarding,bumped surfboard into air,N,foot,minor lacerations,male,1630,,media outlet,"wa fisheries officer, west australian 12.6.2004",
802,7,2004,injured,WA,rottnest island,-31.98333333,115.5333333,island open ocean,wobbegong,unprovoked,1,diving,bit victim on leg,N,calf,other: teeth marks,male,1408,14,ASAF questionnaire,,
803,7,2004,fatal,WA,"margaret river, gracetown",-33.85,114.9833333,coastal,white shark,unprovoked,2,boarding,bit victim & board,Y,"leg, pelvic region",major lacerations,male,1400,,media outlet,wa fisheries,
804,8,2004,injured,NSW,"byron bay, tallows beach",-28.63333333,153.6166667,Coastal,grey nurse shark,provoked,1,spearfishing,bit victim on leg,N,foot,other: teeth marks,male,1330,,media outlet,"nsw fisheries, daily telegraph 6.8.2004",
805,8,2004,uninjured,VIC,"flinders, gunnery surf break",-38.46666667,145.0166667,coastal,white shark,unprovoked,1,boarding,knocked victim off board,N,other: uninjured,,male,1710,,ASAF questionnaire,"questionnaire, 20.5.2004",
806,9,2004,uninjured,QLD,batt reef,-16.4,145.7666667,Ocean/pelagic,tiger shark,provoked,1,snorkelling,bit rubber dinghy,Y,other: uninjured,,male,1200,,ASAF questionnaire,ben cropp,
807,10,2004,injured,NSW,"stockton beach, newcastle",-32.85,151.8333333,coastal,white shark,unprovoked,1,boarding,grazed victim with fin,N,foot,minor lacerations,male,1600,,media outlet,newcastle herald 22/10/04,
808,11,2004,injured,NSW,"saltwater beach, nr taree",-32.01666667,152.5333333,coastal,wobbegong,unprovoked,1,boarding,bit hand,N,"arm, hand",minor lacerations,male,0800,,ASAF questionnaire,,
809,12,2004,fatal,QLD,opal reef off cairns,-16.21666667,145.8833333,island open ocean,tiger shark,provoked,1,spearfishing,,N,thigh,major lacerations,male,1215,,media outlet,courier mail 13/12/04,
810,12,2004,fatal,SA,"west beach, adelaide",-34.9,137,coastal,white shark,unprovoked,1,boarding,bit victim on body,N,torso,,male,1515,,media outlet,the advertiser 17/12/2004,
811,1,2005,uninjured,VIC,"port phillip bay, rickett's point",-37.98333333,145.0166667,coastal,white shark,provoked,1,spearfishing,aggressive towards diver,Y,other: uninjured,,male,,,media outlet,herald sun 20.1.2005,
812,2,2005,injured,QLD,"brisbane river, karalee",-27.55,152.8166667,river,bull shark,unprovoked,1,swimming,bit hand,N,"arm, hand",minor lacerations,male,,,media outlet,qld times 4/3/2005,
813,3,2005,uninjured,NSW,"crackneck point, bateau bay",-33.38333333,151.4833333,coastal,white shark,unprovoked,1,boarding,knocked victim off board,N,other: uninjured,,male,1400,,media outlet,daily telegraph 26.3.2005,
814,3,2005,fatal,WA,"houtman abrolhos, off geraldton",-28.71666667,113.7833333,island open ocean,white shark,unprovoked,1,snorkelling,bit victim on body,N,torso,,male,,,media outlet,"the age, wa 21/3/2005",
815,4,2005,injured,NT,"nhulunbuy, bremmer island",-12.11666667,136.8,island open ocean,whaler shark,provoked,1,spearfishing,bit victim on head ,N,head,other: teeth marks,male,,,media outlet,"per. comm. 19.4.05, northern territory news 20.4.2005",
816,4,2005,uninjured,NSW,"bronte beach, sydney",-33.9,151.2666667,coastal,white shark,unprovoked,1,boarding,bit surfboard,N,other: uninjured,,male,0615,,media outlet,the sun herald 17.4.05,
817,5,2005,injured,QLD,townsville (50km off shore),-19.35,147.3666667,coastal,blacktip reef shark,provoked,2,spearfishing,second shark attached,N,"arm, hand",minor lacerations,male,,33,media outlet,townsville bulletin 21.5.05,
818,8,2005,fatal,SA,"glenelg, adelaide",-34.96666667,138.5,coastal,white shark,unprovoked,1,diving,bit victim on body,Y,torso,,male,1610,5,media outlet,the advertiser 25/8/2005,
819,9,2005,uninjured,NSW,"south west rocks, little bay",-30.88333333,153.0833333,coastal,tiger shark,unprovoked,1,boarding,,Y,other: uninjured,,male,,0,media outlet,macleay argus 27/9/2005,
820,9,2005,injured,NSW,"coff's harbour, park beach",-30.3,153.1333333,coastal,wobbegong,unprovoked,1,boarding,bit victim on foot,N,foot,minor lacerations,male,,,media outlet,southern courier 27/9/2005,
821,9,2005,uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,coastal,white shark,unprovoked,1,boarding,aggressive towards victim,N,other: uninjured,,male,,,media outlet,sunday telegraph 25.9.05,
822,9,2005,injured,SA,"cape de couedic, kangaroo is",-35.08333333,137.5333333,coastal,white shark,unprovoked,1,boarding,bit victim on leg,N,"arm, leg",minor lacerations,male,,,media outlet,the advertiser 26.9.2005,
